iso3c,pais,region,grupo_ingreso,alfabetismo,crec_poblacion,electricidad,esperanza_vida,fecundidad,mortalidad_5,pib_pc_ppa,pib_pc_usd,pib_usd,pob_65mas,poblacion,pobreza_3usd,pobreza_4_2usd,pobreza_8_3usd,urbana,pobreza_mpi,gini,anio_alfabetismo,anio_crec_poblacion,anio_electricidad,anio_esperanza_vida,anio_fecundidad,anio_mortalidad_5,anio_pib_pc_ppa,anio_pib_pc_usd,anio_pib_usd,anio_pob_65mas,anio_poblacion,anio_pobreza_3usd,anio_pobreza_4_2usd,anio_pobreza_8_3usd,anio_urbana,anio_pobreza_mpi,anio_gini,categoria_idh,ranking_idh,idh,idh_ajustado_des,indice_genero_gii,anios_escol_esp,anios_escol_prom,ingreso_nacional_pc,poblacion_mill,pib_mmill_usd,log_pib_pc_ppa,pobres_3usd_mill
ETH,Ethiopia,Sub-Saharan Africa,Bajo,60.4599990844727,2.55107529460765,56.6,67.603,3.909,44.5,3094.86811868352,932.729352775179,126358758448.356,3.2957318380591,135472051,38.6,63.7,93.5,24.1096952088946,68.7,31.1,2022,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2021,2021,2021,2025,2019,2021,Bajo,180,0.497,0.326,0.497,9.217651571,2.402539813,2795.506984,135.472051,126.358758448356,3.4906421472015876,52.292211686
FJI,Fiji,East Asia & Pacific,Medio-alto,NA,0.469404246979013,95.9,67.463,2.27,29.1,13961.1183693541,6642.00449450523,6198013062.06553,6.63486057239182,933154,4.7,15.1,61.3,59.5444551836369,1.5,30.7,NA,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2019,2019,2019,2025,2021,2019,Alto,111,0.731,0.626,0.35,13.84869,10.37096977,12843.15889,0.933154,6.19801306206553,4.1449202092745985,0.04385823800000001
FIN,Finland,Europe & Central Asia,Alto,NA,0.470872218110853,100,82.3365853658537,1.25,2.4,55735.2174921326,56148.580949046,317039368819.607,24.2018896456272,5646436,0.2,0.2,0.4,74.5247844319848,NA,27.4,NA,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2023,2023,2023,2025,NA,2023,Muy alto,12,0.948,0.891,0.021,19.49408913,12.97962547,57067.63693,5.646436,317.039368819607,4.746129700188447,0.011292872
FRA,France,Europe & Central Asia,Alto,NA,0.245766211891762,100,82.9804878048781,1.61,4.3,55124.5392564395,48985.7307807924,3366315927447.33,22.5418906984086,68720337,0.1,0.1,0.3,78.8449650563584,NA,31.8,NA,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2023,2023,2023,2025,NA,2023,Muy alto,26,0.92,0.836,0.034,16.09511948,11.7656677,55060.16038,68.720337,3366.31592744733,4.741344972558033,0.068720337
GAB,Gabon,Sub-Saharan Africa,Medio-alto,88.8600006103516,2.11142428155027,95.1,68.511,3.592,32.6,18986.4738767293,8263.03321595,21427119323.2764,4.13008683137499,2593130,3.8,8,32.9,92.0876666682068,8.6,38,2021,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2017,2017,2017,2025,2019,2017,Alto,108,0.733,0.558,0.505,12.48275889,9.686,18854.06151,2.59313,21.4271193232764,4.278444316076041,0.09853893999999999
GMB,"Gambia, The",Sub-Saharan Africa,Bajo,51.6399993896484,2.22524763449017,69,66.057,3.907,42.4,3166.62129644442,919.060423427951,2593673987.53306,3.18495882311462,2822093,22,40.2,78.2,64.9884861325581,41.7,38.8,2021,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2020,2020,2020,2025,2019,2020,Bajo,170,0.524,0.329,0.578,8.977899686,4.674727154,2812.017602,2.822093,2.59367398753306,3.5005961281970843,0.6208604600000001
GEO,Georgia,Europe & Central Asia,Medio-alto,99.6800003051758,3.1815662969341,100,74.657,1.802,8.6,25135.7822457412,9691.53472415196,38143612855.1367,15.9913346858712,3935766,4.2,11,45.6,61.1781364090406,0.3,33.9,2024,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2024,2024,2024,2025,2018,2024,Muy alto,57,0.844,0.754,0.257,16.75470924,12.69999981,20752.57009,3.935766,38.1436128551367,4.400292405367658,0.16530217200000002
DEU,Germany,Europe & Central Asia,Alto,NA,-0.0303506708320264,100,80.7926829268293,1.36,3.7,62823.7736648822,60496.4350820414,5050922925047.05,23.7031981458429,83491249,0.7,0.9,1.6,82.13822205362,NA,33.7,NA,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2022,2022,2022,2025,NA,2022,Muy alto,5,0.959,0.89,0.057,17.30921936,14.29637163,64053.22124,83.491249,5050.92292504705,4.7981240198149875,0.5844387429999999
GHA,Ghana,Sub-Saharan Africa,Medio-bajo,76.4899978637695,1.83295547173437,91.9,65.695,3.344,35.9,7357.83332993014,3257.1588903576,114209905278.717,3.78769586621254,35064272,39,56.3,85.4,58.9246861473125,24.8,43.5,2021,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2016,2016,2016,2025,2022,2016,Medio,143,0.628,0.399,0.514,11.41845989,7.107210159,6846.352204,35.064272,114.20990527871699,3.8667499459425865,13.67506608
GRC,Greece,Europe & Central Asia,Alto,NA,0.0848067613416544,100,81.8390243902439,1.24,3.8,38218.721628616,26948.0070432791,280635521324.441,24.3998585549859,10413962,0.6,0.8,3.2,79.2246082848537,NA,33.4,NA,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2023,2023,2023,2025,NA,2023,Muy alto,34,0.908,0.825,0.103,20.84550095,11.55385642,35760.74915,10.413962,280.63552132444096,4.5822761563212175,0.06248377199999999
GRD,Grenada,Latin America & Caribbean,Medio-alto,NA,0.081872845816827,95.6,75.367,1.472,18,18240.9934237926,12106.8790105068,1420173228.56948,12.6253692345071,117303,0.8,2.9,19.6,36.6708064336827,NA,43.8,NA,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2018,2018,2018,2025,NA,2018,Alto,80,0.791,NA,0.226,16.57728919,9.446399307,14349.02804,0.117303,1.42017322856948,4.2610484867732525,9.384240000000001e-4
GTM,Guatemala,Latin America & Caribbean,Medio-alto,82.1100006103516,1.5179036167086,90.9,72.746,2.287,20.5,12986.5241144632,6598.18032988711,123306008821.471,4.9632752647752,18687881,9.7,17.6,47.3,56.2972033013999,28.9,45.2,2024,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2023,2023,2023,2025,2014,2023,Medio,137,0.662,0.479,0.48,10.67763042,5.847300053,12458.604,18.687881,123.306008821471,4.113492926291705,1.8127244569999998
GIN,Guinea,Sub-Saharan Africa,Medio-bajo,39.6199989318848,2.31092272302565,53.8,60.904,4.131,92.1,4216.85970804544,1877.2541220972,28346024753.2924,3.47302636663564,15099727,11.7,29.2,76.6,38.5165334466562,66.2,29.6,2018,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2018,2018,2018,2025,2018,2018,Bajo,179,0.5,0.302,0.609,10.39330626,2.486339025,3494.347723,15.099727,28.3460247532924,3.6249891525834608,1.766668059
GNB,Guinea-Bissau,Sub-Saharan Africa,Bajo,63.9300003051758,2.16429203622489,43.7,64.254,3.757,67.3,2814.08355940327,1123.76679992349,2527930272.92988,3.23723113648942,2249515,39.9,62.1,91.4,46.6510315281292,64.4,33.4,2022,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2021,2021,2021,2025,2018,2021,Bajo,174,0.514,0.331,0.632,10.63534621,3.673035,2403.059237,2.249515,2.52793027292988,3.44933698892281,0.8975564850000001
GUY,Guyana,Latin America & Caribbean,Alto,85.6399993896484,0.58773840166977,93,70.319,2.395,25.2,83658.6773475997,32413.7930757518,27097477218.2254,6.98073891189565,835986,NA,NA,NA,26.4913876548981,1.8,NA,2020,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,NA,NA,NA,2025,2019,NA,Alto,89,0.776,NA,0.427,13.02205765,8.702429672,46959.25173,0.835986,27.0974772182254,4.922510994057907,NA
HTI,Haiti,Latin America & Caribbean,Medio-bajo,68.0100021362305,1.12793089533676,53.9,65.119,2.625,52.8,2677.89385325549,2694.18969101404,32077278409.2339,4.79172202171568,11906095,40.4,59.2,88.2,55.6148855859942,41.3,41.1,2017,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2012,2012,2012,2025,2016,2012,Medio,166,0.554,0.337,0.618,10.89635878,5.3822999,2934.925802,11.906095,32.0772784092339,3.4277933583895677,4.81006238
HND,Honduras,Latin America & Caribbean,Medio-bajo,88.25,1.65037355718421,95.5,73.044,2.476,15,6726.16685066658,3598.21450440452,39601409103.3005,4.54210281541647,11005850,15.7,23.5,49.8,59.2517075900659,12,45.7,2024,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2024,2024,2024,2025,2019,2024,Medio,139,0.645,0.496,0.437,10.16220647,7.510229074,6064.785783,11.00585,39.6014091033005,3.8277676363097246,1.72791845
HUN,Hungary,Europe & Central Asia,Alto,NA,-0.501292808614035,100,76.7243902439025,1.41,3.7,41160.6419140983,25907.4743259406,246490213513.054,21.1574623970403,9514251,0.9,1.8,4.9,70.6936831786278,NA,30.6,NA,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2017,2017,2017,2025,NA,2017,Muy alto,46,0.87,0.819,0.213,15.46940041,12.33162229,37236.07462,9.514251,246.490213513054,4.614482139112186,0.085628259
ISL,Iceland,Europe & Central Asia,Alto,NA,1.51445294794602,100,82.809756097561,1.56,2.8,68064.6854551866,98323.4849517418,38582528789.0033,15.9770103398231,392404,0.1,0.1,0.4,94.2179320191117,NA,26.8,NA,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2019,2019,2019,2025,NA,2019,Muy alto,1,0.972,0.923,0.024,18.85058975,13.90892628,69116.93736,0.392404,38.582528789003305,4.832921841869587,3.92404e-4
IND,India,South Asia,Medio-bajo,78.1625330351403,0.887183543977214,99.9,72.235,1.962,26.6,10039.0708910587,2702.47987141553,3956067115771.63,7.37657146047502,1463865525,5.3,23.9,82.1,35.689155772396,16.4,25.5,2024,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2022,2022,2022,2025,2019,2022,Medio,130,0.685,0.475,0.403,12.95454025,6.8800001140000004,9046.756336,1463.865525,3956.0671157716297,4.0016935210203695,77.58487282499999
IDN,Indonesia,East Asia & Pacific,Medio-alto,96,0.784708535785041,99.9,71.288,2.115,17.7,15091.0088604652,5059.62596411213,1445642584163.81,7.542769252795,285721236,4,16.4,65.2,59.3929063969984,3.6,34.4,2020,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2025,2025,2025,2025,2017,2025,Alto,113,0.728,0.608,0.423,13.33577728,8.6972232,13700.12989,285.721236,1445.6425841638102,4.178718274095498,11.428849439999999
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Medio-alto,88.9168161136597,0.923930875479985,100,77.854,1.684,11.3,16833.7821677117,3924.38017821898,362682115433.364,8.58114314727287,92417681,2.5,7.5,36,77.3761530941751,NA,35.9,2023,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2023,2023,2023,2025,NA,2023,Alto,75,0.799,0.643,0.482,13.96833061,10.84671198,16095.77169,92.417681,362.682115433364,4.226181703024454,2.310442025
IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Medio-alto,84.0648941705243,2.10351548706844,100,72.424,3.221,21.8,12191.5564658302,5409.67899716967,254367293538.462,3.44918716140232,47020774,0.5,2.4,28,69.9396739468105,8.6,29.8,2021,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2023,2023,2023,2025,2018,2023,Medio,126,0.695,0.534,0.558,12.35940135,6.780046287,12653.52469,47.020774,254.367293538462,4.086059154459246,0.23510387000000002
IRL,Ireland,Europe & Central Asia,Alto,NA,1.62826615443033,100,83.009756097561,1.47,3.9,131338.444745041,131592.462547877,721701359046.313,16.2081043488942,5484367,0.1,0.1,0.3,64.5875793756168,NA,29,NA,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2023,2023,2023,2025,NA,2023,Muy alto,11,0.949,0.886,0.054,19.1848793,11.72499956,90884.63459,5.484367,721.701359046313,5.118391869248319,0.005484367
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",Alto,NA,1.19852366348133,100,83.1975609756098,2.87,3.3,48196.6345176562,60336.8477964194,610777842873.595,12.6916264748788,10122800,0.4,0.9,4.4,91.5783060866328,NA,38.3,NA,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2022,2022,2022,2025,NA,2022,Muy alto,27,0.919,0.813,0.08,14.93416023,13.53459474,48050.11176,10.1228,610.777842873595,4.683016713312699,0.040491200000000005
ITA,Italy,Europe & Central Asia,Alto,99.3499984741211,-0.0628633523365352,100,83.9512195121951,1.18,2.7,53606.0789571011,43308.6403060733,2551556954100.35,25.0981380733118,58915656,0.9,1,1.9,69.680861801678,NA,34.3,2019,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2023,2023,2023,2025,NA,2023,Muy alto,29,0.915,0.817,0.043,16.71419907,10.82812827,52388.88306,58.915656,2551.55695410035,4.72921404170447,0.530240904
JAM,Jamaica,Latin America & Caribbean,Medio-alto,NA,-0.0739220209228623,97.7,71.606,1.351,17.8,11357.915592063,8002.92104076242,22704903217.5631,8.57907476972342,2837077,1.4,5.1,22.9,59.4254051751628,2.8,39.9,NA,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2021,2021,2021,2025,2018,2021,Alto,117,0.72,0.59,0.358,12.3833955,9.959910393,10056.98531,2.837077,22.7049032175631,4.055298636839298,0.03971907799999999
JPN,Japan,East Asia & Pacific,Alto,NA,-0.492142838725375,100,84.0363414634146,1.15,2.4,48283.3723959465,35951.0449549304,4435162999976.94,29.9940966737423,123366734,1.2,1.6,3.3,92.3001449420786,NA,32.3,NA,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2020,2020,2020,2025,NA,2020,Muy alto,23,0.925,0.845,0.059,15.51198006,12.68404671,47774.60973,123.366734,4435.16299997694,4.683797596176773,1.480400808
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Medio-alto,94.4400024414062,-0.279038179525473,100,77.981,2.604,12.9,10794.2402687732,5347.77731384797,61610052535.2113,4.75359341712725,11520684,0.1,0.9,15.3,93.2085150119551,0.8,33.7,2024,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2010,2010,2010,2025,2023,2010,Alto,100,0.754,0.637,0.433,13.1090498,10.23999977,9221.872358,11.520684,61.6100525352113,4.033192080788768,0.011520683999999998
KAZ,Kazakhstan,Europe & Central Asia,Medio-alto,NA,1.21239553353742,100,74.531,2.984,9.4,37850.5791042984,14692.1331757237,306239209650.024,9.00270150466414,20843754,0,0.3,15.2,62.3855569507987,0.5,29.2,NA,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2021,2021,2021,2025,2015,2021,Muy alto,60,0.837,0.766,0.182,14.0086174,12.54717423,30988.52844,20.843754,306.239209650024,4.5780725284827835,0
KEN,Kenya,Sub-Saharan Africa,Medio-bajo,NA,1.92967823977399,77,63.834,3.167,38.8,5995.40177895632,2362.86091198611,135941278878.815,3.02095116077232,57532493,45.5,65.5,90.1,32.2121192871745,25.4,38.5,NA,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2022,2022,2022,2025,2022,2022,Medio,143,0.628,0.456,0.526,11.47407573,8.624710083,5608.296066,57.532493,135.941278878815,3.7778182924451844,26.177284315
KIR,Kiribati,East Asia & Pacific,Medio-bajo,98.6079816424987,1.45386795887331,97.7,66.6,3.124,53.1,3363.99521326766,2558.66636011102,349227254.158833,4.37509387237753,136488,0.9,5.7,52,63.3850857782871,19.8,24.7,2020,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2023,2023,2023,2025,2018,2023,Medio,140,0.644,0.535,NA,11.87390648,9.128581569,4947.280426,0.136488,0.34922725415883304,3.5268553691553275,0.001228392
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",Alto,96.4599990844727,-0.654851001278566,100,84.580487804878,1.56,8.1,48253.963885132,32312.3119953634,157209026926.418,3.17490130225807,4865298,NA,NA,NA,100,NA,NA,2020,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,NA,NA,NA,2025,NA,NA,Muy alto,52,0.852,NA,0.188,15.90424029,7.566007112,56612.04699,4.865298,157.209026926418,4.6835329948348505,NA
KGZ,Kyrgyz Republic,Europe & Central Asia,Medio-bajo,NA,1.66425490124613,100,72.4,2.6,16.8,7878.4491366966,3080.96893823359,22623752095.4613,5.96557151306138,7343064,2.2,12.5,65.2,34.7463537261057,1,27.5,NA,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2024,2024,2024,2025,2023,2024,Alto,117,0.72,0.649,0.34,12.71388245,12.06588858,6078.117589,7.343064,22.6237520954613,3.8964407355526993,0.16154740800000003
LAO,Lao PDR,East Asia & Pacific,Medio-bajo,75.6399993896484,1.31981575540414,96.5,69.225,2.397,29.4,8872.69396186433,2324.76353098791,18302970218.5902,4.80805045518916,7873046,7.1,22.5,70.3,40.3129835040701,17.8,34.7,2023,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2024,2024,2024,2025,2023,2024,Medio,147,0.617,0.462,0.475,9.605483055,6.06024616,8106.153218,7.873046,18.302970218590197,3.9480555020344674,0.558986266
LVA,Latvia,Europe & Central Asia,Alto,99.9000015258789,-0.987592806179397,100,76.4292682926829,1.24,2.5,38800.5425281872,26311.9730706362,48618869160.3254,22.1950582635891,1847785,0.4,0.7,2.8,68.6325719753517,NA,34,2011,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2023,2023,2023,2025,NA,2023,Muy alto,41,0.889,0.812,0.117,16.48265076,13.40943983,37997.82233,1.847785,48.6188691603254,4.588837798154793,0.007391140000000001
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Medio-bajo,92.0099744752418,0.745736135898232,100,77.945,2.227,17.6,10469.2210966932,4473.27134441128,25971643441.3408,10.4430002937898,5849421,5.8,15.7,50.7,90.9602314263044,NA,35.5,2019,2025,2024,2024,2024,2024,2024,2024,2024,2025,2025,2022,2022,2022,2025,NA,2022,Alto,102,0.752,NA,0.36,11.68299961,10.36999989,11298.88724,5.849421,25.971643441340802,4.019914371651008,0.339266418
LSO,Lesotho,Sub-Saharan Africa,Medio-bajo,90.4499969482422,1.1020485314959,60.6,57.798,2.664,60,2720.95737653412,1088.96276223185,2573572920.05159,3.88046584377219,2363325,41.9,56.8,83.8,44.6695855817109,25,44.9,2024,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2017,2017,2017,2025,2023,2017,Medio,167,0.55,0.357,0.534,10.98659352,7.729883486,3029.3857,2.363325,2.57357292005159,3.4347217386628826,0.9902331750000001
LBR,Liberia,Sub-Saharan Africa,Bajo,59.4030316392756,2.08732472424606,34.9,62.324,3.864,86.4,1692.92591135475,915.328972645548,5245938900,3.33493509045042,5731206,33.6,55,88.3,56.0819747159338,52.3,35.3,2010,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2016,2016,2016,2025,2019,2016,Bajo,177,0.51,0.326,0.646,10.46585369,6.169891955,1537.85939,5.731206,5.2459389,3.2286379522058817,1.9256852160000002
LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Medio-alto,NA,1.04494488295615,77.4,71.121,2.298,9.8,14118.2064418565,6448.82415074121,48098909613.6316,5.19156895615632,7458555,NA,NA,NA,87.9112413015221,2,NA,NA,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,NA,NA,NA,2025,2014,NA,Alto,115,0.721,NA,0.253,12.92465677,7.77860643,19831.43236,7.458555,48.0989096136316,4.149779528027409,NA
LIE,Liechtenstein,Europe & Central Asia,Alto,NA,1.4090617793704,100,84.2,1.37,NA,NA,220167.225473557,8905764270.4054,21.3753488835726,41024,NA,NA,NA,14.6298998993293,NA,NA,NA,2025,2024,2024,2024,NA,NA,2024,2024,2025,2025,NA,NA,NA,2025,NA,NA,Muy alto,17,0.938,NA,NA,15.41257954,12.40995938,166811.6741,0.041024,8.905764270405399,NA,NA
LTU,Lithuania,Europe & Central Asia,Alto,99.8199996948242,0.0171713878019065,100,77.1951219512195,1.11,3.4,48839.5436452948,32958.6706396386,95210150818.3512,20.7219454695688,2888774,1.1,1.2,3.2,69.0816381352764,NA,36,2011,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2023,2023,2023,2025,NA,2023,Muy alto,39,0.895,0.812,0.07,16.45467949,13.61069239,41916.46579,2.888774,95.2101508183512,4.688771597261866,0.031776514000000006
LUX,Luxembourg,Europe & Central Asia,Alto,NA,1.46016251329208,100,83.1951219512195,1.25,2.2,127420.601625165,147252.179121515,101157829491.107,15.8123957037476,686970,0.1,0.1,0.2,94.8841729598587,NA,33.6,NA,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2023,2023,2023,2025,NA,2023,Muy alto,25,0.922,0.838,0.044,14.35795021,12.58937195,85461.24833,0.68697,101.157829491107,5.1052396513022344,6.8697e-4
MDG,Madagascar,Sub-Saharan Africa,Bajo,74.6900024414062,2.39781026296956,42.5,63.835,3.912,62.4,1668.47702330854,599.265294255357,19620352035.7899,3.47289998087395,32740678,69.2,83.9,96.6,32.9017070836898,68.4,36.8,2021,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2021,2021,2021,2025,2021,2021,Bajo,183,0.487,0.319,0.584,9.062584503,4.592520237,1655.764683,32.740678,19.620352035789903,3.222320230338117,22.656549176000002
MWI,Malawi,Sub-Saharan Africa,Bajo,70.1500015258789,2.55685698114353,15.6,67.561,3.59,48.8,1623.02178529282,671.506847203876,14918276698.303,2.58857988227872,22216120,75.4,87.3,97.1,17.5949868386317,49.9,38.5,2020,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2019,2019,2019,2025,2019,2019,Bajo,172,0.517,0.365,0.581,9.902591705,5.243740082,1633.692615,22.21612,14.918276698303,3.21032434925874,16.75095448
MYS,Malaysia,East Asia & Pacific,Medio-alto,95.7699966430664,1.17471679693395,100,76.821,1.543,8.3,35461.4465805872,13124.5554178269,472193128644.597,8.03318142685505,35977838,0,0.1,2.9,77.3948812296229,NA,40.7,2022,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2021,2021,2021,2025,NA,2021,Muy alto,67,0.819,0.707,0.172,12.67639256,11.09000015,32553.09108,35.977838,472.193128644597,4.549756447823063,0
MDV,Maldives,South Asia,Medio-alto,98.2099990844727,0.35499694483684,100,81.285,1.56,5.4,24401.3159253635,14614.7208116541,7741066860.6337,4.95821974187994,529676,0,0,11.2,42.5061567995467,0.8,29.3,2019,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2019,2019,2019,2025,2016,2019,Alto,93,0.766,0.602,0.309,12.76840687,7.410372866,19317.31882,0.529676,7.7410668606337,4.387413247802404,0
MLI,Mali,Sub-Saharan Africa,Bajo,35.6300010681152,2.89981455024173,49.5,60.675,5.51,73,2993.25166359257,1193.27601004701,30069148580.7688,2.36307876540972,25198821,36.1,59.5,88.6,32.2127137183989,68.3,35.7,2024,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2021,2021,2021,2025,2018,2021,Bajo,188,0.419,0.281,0.612,7.011331533,1.629999995,2341.588118,25.198821,30.0691485807688,3.476143232548436,9.096774381
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",Alto,93.3099975585938,1.8906123268828,100,82.9560975609756,1.01,5.3,63655.5160659665,47906.9000057635,27771821560.9411,20.5407907884966,579704,0.4,0.9,1.1,95.6805856649593,NA,31.8,2011,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2023,2023,2023,2025,NA,2023,Muy alto,24,0.924,0.843,0.111,15.90985012,12.4207021,52155.07487,0.579704,27.771821560941103,4.80383604338972,0.002318816
MHL,Marshall Islands,East Asia & Pacific,Medio-alto,95.7629302411191,-3.42983639556145,97.2,67.075,2.864,26.7,7660.37695591168,8489.05793506422,308000000,4.87569593737942,36282,2.1,6.7,36.5,79.105503091452,NA,35.5,2021,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2019,2019,2019,2025,NA,2019,Alto,108,0.733,0.626,NA,16.38606071,11.6366644,7223.860831,0.036282,0.308,3.8842501411527524,7.619220000000001e-4
MRT,Mauritania,Sub-Saharan Africa,Medio-bajo,59.5299987792969,2.77895808619534,52.2,68.713,4.625,36.9,6559.04321960566,2197.51046251309,11679910946.4371,3.24673388253332,5315065,10.2,26,71.2,61.4888190537696,58.4,32,2020,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2019,2019,2019,2025,2019,2019,Medio,163,0.563,0.374,0.603,7.949540636,4.852025862,6267.470808,5.315065,11.679910946437099,3.8168404926148582,0.5421366299999999
MUS,Mauritius,Sub-Saharan Africa,Medio-alto,94.2877776512134,-0.163726377394902,100,73.7890243902439,1.44,15.4,28769.5128307709,12991.2935987166,16157804491.7614,14.1145544022434,1243741,0.5,2.3,19.1,39.0369663368524,NA,36.8,2023,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2017,2017,2017,2025,NA,2017,Muy alto,73,0.806,0.669,0.352,14.16282114,10.10332754,27279.96011,1.243741,16.1578044917614,4.458932507816662,0.006218705
MEX,Mexico,Latin America & Caribbean,Medio-alto,95.5500030517578,0.826382426690595,99.8,75.264,1.892,13.1,21911.9292842747,13889.2339628708,1832641364775.52,8.52143438004228,131946900,1.6,4.1,21.4,80.0408930629723,5.3,42.6,2024,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2024,2024,2024,2025,2023,2024,Alto,81,0.789,0.646,0.358,14.46811008,9.349510934,21812.65566,131.9469,1832.64136477552,4.3406806176623505,2.1111504
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Medio-alto,NA,0.46111268735637,88.9,67.357,2.743,22.4,3934.6426835411,4414.00737137479,501797600,6.18298250398037,113683,26.1,43.8,78.1,22.4809290622703,NA,40.1,NA,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2013,2013,2013,2025,NA,2013,Medio,149,0.615,NA,NA,11.54008512,7.33252398,4245.878243,0.113683,0.5017976,3.5949052989282775,0.029671263000000003
MDA,Moldova,Europe & Central Asia,Medio-alto,99.3600006103516,-1.75442101889586,100,71.332,1.726,16.5,17087.1874044819,8621.71721623786,20351796275.2943,16.8576673952236,2360527,0.1,0.8,20.4,43.7336240404545,NA,26.8,2014,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2023,2023,2023,2025,NA,2023,Alto,86,0.785,0.719,0.146,14.63856847,11.82999992,15866.54207,2.360527,20.3517962752943,4.232670582601461,0.002360527
MCO,Monaco,Europe & Central Asia,Alto,NA,-0.753524326194984,100,86.497,2.102,2.7,NA,288001.574856495,11125788838.2812,36.0110586578337,38341,NA,NA,NA,100,NA,NA,NA,2025,2024,2024,2024,2024,NA,2024,2024,2025,2025,NA,NA,NA,2025,NA,NA,NA,NA,NA,NA,NA,21.6872406,NA,NA,0.038341,11.125788838281201,NA,NA
MNG,Mongolia,East Asia & Pacific,Medio-alto,98.6399993896484,1.24589876857071,99.1,72.3980487804878,2.5,13.4,17772.5342212559,7108.22743246244,25369107325.4549,5.43106536635296,3568978,0.4,2.3,24.4,71.1450719126123,7.3,31.4,2024,2025,2024,2024,2024,2024,2025,2025,2025,2025,2025,2022,2022,2022,2025,2018,2022,Alto,104,0.747,0.647,0.284,13.6376543,9.4200000760000009,14787.08237,3.568978,25.369107325454898,4.249749359141001,0.014275912000000002
