folioviv,foliohog,id_pobla,sexo_pe,edad_act,mes_nac,anio_nac,otra_resid,nivela_pe,gradoa_pe,asiste_pe,tra_pago,tra_negfam,tra_neg,tra_aprend,tra_volun,tra_relig,trab_remun,sosten_eco,tra_dome,lengua_ind,pueblo_ind,color_piel,razon_estu,satis_vida,satis_nina,satis_adol,satis_jov,satis_adul,c_alimenta,c_actfis,c_tics,c_redsoc,c_consbien,c_economia,c_consalco,c_lectura,anio_dejar,edad_dejar,matrimonio,hij_vivos,anticoncep,anio_rsex,edad_rsex,cvegeo,cve_ent,cve_mun,est_dis,upm,factor_per
280601802,1,02,1,49,10,1976,2,06,1,1,2,2,2,2,2,2,2,2,2,2,2,J,04,07,07,07,07,07,2,2,,,,,,,,99,0,0,2,,88,28032,28,032,0416,00020,1017
280601803,1,02,1,21,02,2004,2,09,2,1,1,1,2,2,2,2,1,2,2,2,2,E,04,10,10,10,10,,,,,,,,,,,99,1,1,2,2020,16,28032,28,032,0416,00020,3051
280601804,1,01,1,55,07,1970,2,06,3,1,1,1,1,2,2,2,1,1,1,2,2,H,07,10,10,10,10,10,,2,,,,2,,1,1997,27,1,2,2,1988,18,28032,28,032,0416,00020,1017
280611201,1,01,2,59,07,1966,1,03,5,1,1,2,2,2,2,2,1,1,1,2,2,F,07,07,10,10,08,07,,,,,,2,,,1991,25,2,0,2,1991,25,28032,28,032,0416,00021,1268
280611202,1,01,1,35,08,1990,1,06,3,1,1,2,2,2,1,2,1,1,2,1,1,A,04,10,10,10,10,10,,,,,,,,,2010,20,1,2,2,2010,20,28032,28,032,0416,00021,2535
280611203,1,02,2,35,08,1990,1,09,3,1,1,2,1,2,1,2,1,2,1,2,2,E,06,06,10,07,04,08,1,2,2,2,,2,1,2,2008,18,1,2,2,2007,17,28032,28,032,0416,00021,2535
280611204,1,01,1,44,02,1981,2,09,3,1,1,2,2,2,2,2,1,1,2,2,2,H,04,08,08,08,08,08,,,,,,,,,2006,25,1,2,1,1999,18,28032,28,032,0416,00021,2535
280611205,1,01,2,25,08,2000,2,09,1,1,1,2,1,2,2,2,1,2,1,2,2,I,12,10,10,09,10,,,,,,,,,,2018,18,1,0,2,2019,19,28032,28,032,0416,00021,2535
280614601,1,03,1,23,04,2002,1,11,4,1,1,2,2,2,2,2,1,2,2,2,2,I,13,10,10,10,10,,,,1,1,,2,,1,,99,0,0,2,2023,21,28032,28,032,0417,00008,4615
280614602,1,02,2,33,07,1992,1,11,3,1,1,2,1,2,2,2,1,1,1,2,2,H,13,10,00,00,00,10,,2,,,,2,,,2015,23,1,2,2,,99,28032,28,032,0417,00008,3077
280614603,1,01,1,32,10,1993,2,09,3,1,1,2,2,2,2,2,1,1,1,2,2,K,10,08,09,07,07,08,,,,,,,,,2011,18,1,2,1,2009,16,28032,28,032,0417,00008,1538
280614604,1,02,2,40,09,1985,1,09,3,1,2,2,2,2,2,2,2,2,1,2,2,I,07,10,10,10,10,10,,,1,3,,2,,1,2013,28,1,3,1,2010,25,28032,28,032,0417,00008,3077
280617201,1,03,2,47,10,1978,2,11,3,1,1,2,2,2,2,2,1,2,1,2,2,J,11,08,10,10,10,08,1,2,,,2,2,,,,99,0,2,2,2000,22,28032,28,032,0416,00022,3986
280617202,1,03,1,25,10,2000,2,11,4,1,1,2,2,1,1,2,1,2,2,2,2,H,13,09,10,10,09,,2,2,2,2,2,,,1,,99,0,0,2,2018,18,28032,28,032,0416,00022,5314
280617203,1,01,1,57,01,1968,2,09,3,1,1,2,2,2,2,2,1,1,2,2,2,G,10,10,10,10,10,10,,,,,,,,,1990,22,1,2,2,1982,14,28032,28,032,0416,00022,2657
280620201,1,01,2,29,06,1996,1,11,4,1,1,2,2,2,2,2,1,1,1,2,2,H,13,08,09,08,08,,,,,,,2,,,2016,20,0,0,2,2015,19,28032,28,032,0416,00023,2361
280620202,1,01,1,29,12,1996,1,03,6,1,1,2,2,2,2,2,1,1,1,2,2,I,07,10,07,09,10,,,,,,,,,,2015,19,1,3,2,2011,15,28032,28,032,0416,00023,3542
280620203,1,03,2,27,08,1998,1,09,3,1,1,2,2,2,2,2,1,2,1,2,2,G,10,10,10,10,10,,,,,,,,,,,99,0,2,2,2018,20,28032,28,032,0416,00023,3542
280620204,1,02,1,29,06,1996,1,11,3,1,1,2,2,2,2,2,1,2,2,2,2,G,04,09,10,10,09,,,,1,2,,2,,,2010,14,0,0,2,2014,18,28032,28,032,0416,00023,3542
280620205,1,01,1,62,09,1963,1,10,3,1,1,1,2,2,1,2,1,1,2,2,2,E,10,10,10,10,10,10,,2,,,,3,,,1987,24,2,4,2,1983,20,28032,28,032,0416,00023,2361
280621701,1,01,2,50,06,1975,1,11,4,1,1,2,2,2,1,1,1,1,1,2,2,I,07,10,10,10,10,10,,,,,,1,,1,1991,16,1,2,2,1991,16,28032,28,032,0418,00003,2042
280621702,1,02,1,43,02,1982,1,11,4,1,1,2,2,2,2,2,1,1,2,2,2,I,13,10,10,10,10,10,,,,,,,,,2001,19,2,4,2,2000,18,28032,28,032,0418,00003,4084
280621703,1,01,1,38,11,1987,1,11,5,1,1,2,2,1,1,2,1,1,2,2,2,G,10,06,09,03,10,07,2,2,1,2,2,2,2,2,2004,17,2,1,2,2006,19,28032,28,032,0418,00003,4084
280621705,1,01,2,34,08,1991,2,11,3,1,1,2,2,1,2,2,1,2,1,2,2,J,12,09,10,08,09,09,,,,1,1,,,,2014,23,1,1,2,2007,16,28032,28,032,0418,00003,4084
280623301,1,01,1,59,11,1966,1,03,6,1,1,2,2,2,2,2,1,1,1,2,2,C,10,05,10,10,10,05,,,,,,,,,1984,18,2,0,2,1991,25,28032,28,032,0417,00009,1113
280623302,1,01,1,48,10,1977,2,09,3,1,1,2,2,2,2,2,1,1,1,2,2,G,10,09,08,08,09,08,,,,,,,,,2003,26,0,0,1,1995,18,28032,28,032,0417,00009,1113
280623303,1,01,1,60,06,1965,1,11,5,1,1,2,1,1,2,2,1,1,2,2,2,D,10,09,09,09,09,09,,,,,,,,,1990,25,1,2,1,1990,25,28032,28,032,0417,00009,3339
280623304,1,02,2,37,08,1988,1,11,4,1,1,2,2,1,1,1,1,1,1,1,1,H,10,10,01,03,05,10,1,1,1,1,1,1,,1,2002,14,1,1,1,2015,27,28032,28,032,0417,00009,2226
280623305,1,02,2,45,07,1980,2,09,3,1,2,2,2,2,2,2,2,2,1,2,2,I,04,07,08,07,08,07,,,,,,,,,1999,19,1,2,1,2000,20,28032,28,032,0417,00009,4451
280625602,1,03,2,53,04,1972,2,03,6,1,1,2,2,2,1,2,1,2,1,2,2,D,07,10,06,08,10,10,2,,,,,2,,2,1987,15,2,5,2,,99,28032,28,032,0416,00024,3453
280625603,1,04,1,21,09,2004,2,06,2,1,1,2,2,2,2,2,1,1,2,2,2,G,07,05,10,10,05,,,,,,,,,,,99,0,0,2,,99,28032,28,032,0416,00024,3453
280625604,1,02,1,53,03,1972,1,03,6,1,1,2,1,2,1,2,1,2,1,2,1,D,07,09,10,10,10,08,,,,2,,2,,1,1997,25,1,2,2,1999,27,28032,28,032,0416,00024,4603
280625605,1,02,1,41,05,1984,2,09,3,1,1,2,2,2,2,2,1,1,2,2,2,A,08,10,10,10,10,10,,,,,,,,,2002,18,1,3,2,2000,16,28032,28,032,0416,00024,3453
280628101,1,01,1,29,08,1996,2,09,3,1,1,2,2,2,2,2,1,1,2,2,2,C,10,10,10,10,10,,,2,1,1,,,,1,2014,18,1,1,2,2014,18,28032,28,032,0416,00025,2093
280628102,1,01,2,62,11,1963,1,03,6,1,1,2,2,2,2,2,1,2,1,2,2,G,04,08,09,08,10,08,,,,,,,,,1980,17,2,3,2,1981,18,28032,28,032,0416,00025,2093
280628103,1,02,1,20,10,2005,1,06,3,1,1,2,1,2,1,2,1,2,1,2,2,H,10,10,10,10,10,,1,1,,,,1,,1,2021,16,2,0,2,2021,16,28032,28,032,0416,00025,2093
280628104,1,01,1,51,11,1974,1,11,4,1,1,2,2,1,2,2,1,1,2,2,2,I,10,10,10,10,10,10,,,1,1,2,,1,,1998,24,1,2,1,1991,17,28032,28,032,0416,00025,2093
280628105,1,01,1,36,03,1989,1,09,3,1,1,2,2,2,2,2,1,1,1,2,2,E,07,08,10,10,08,09,,,1,,,,,,2009,20,0,0,1,2009,20,28032,28,032,0416,00025,1046
280644201,1,01,1,37,07,1988,2,11,4,1,1,1,2,1,1,2,1,1,2,2,2,C,10,10,10,10,09,09,,,,,,2,,,2010,22,2,2,2,2002,14,28032,28,032,0416,00026,2581
280644202,1,01,1,37,11,1988,1,09,3,1,1,2,2,2,1,2,1,1,1,2,2,F,04,09,10,08,09,09,,,1,2,,2,,1,2006,18,1,2,2,2006,18,28032,28,032,0416,00026,2581
280644203,1,01,1,41,12,1984,1,06,3,1,1,2,2,2,2,2,1,1,1,2,2,E,07,10,10,10,10,10,,,,,,2,,,2005,21,1,1,1,2004,20,28032,28,032,0416,00026,1290
280644204,1,01,2,55,07,1970,1,06,3,1,1,2,2,2,1,2,1,1,1,2,2,H,04,09,10,10,10,09,,2,,,,2,,,1986,16,1,5,2,1986,16,28032,28,032,0416,00026,1290
280644205,1,02,2,24,10,2001,1,11,4,1,1,2,2,2,2,2,1,2,1,2,2,K,13,10,10,10,08,,,,2,,,,,,2022,21,1,0,2,2018,17,28032,28,032,0416,00026,2581
280646201,1,01,1,49,03,1976,1,09,3,1,1,1,1,2,1,1,1,1,1,2,2,J,12,09,07,08,08,09,,1,1,,,2,,1,2008,32,1,0,2,,99,28032,28,032,0416,00027,2712
280646202,1,02,2,18,01,2007,2,11,1,1,1,2,2,2,2,2,1,2,1,2,2,H,14,08,10,07,,,,,2,,,2,,,,99,0,0,2,2023,16,28032,28,032,0416,00027,2712
280646203,1,01,1,51,08,1974,2,03,6,1,1,2,2,2,1,1,1,1,2,2,2,I,07,10,10,10,10,10,,,,,,,,,2012,38,1,4,2,1999,25,28032,28,032,0416,00027,2712
280646204,1,01,1,29,04,1996,2,06,3,1,1,2,2,2,2,2,1,1,1,2,2,I,04,07,07,08,07,,,,,,,,,,2016,20,0,0,2,2012,16,28032,28,032,0416,00027,1356
280646205,1,01,1,37,06,1988,1,09,3,1,1,2,1,2,2,2,1,1,2,2,2,I,10,10,10,10,10,10,,,,,,1,,,2003,15,1,4,2,2001,13,28032,28,032,0416,00027,4068
280650301,1,02,1,34,06,1991,2,09,3,1,2,2,2,2,2,2,2,1,2,2,2,H,04,06,07,06,06,06,,,,,,,,,,99,0,1,2,2011,20,28032,28,032,0416,00028,6426
280650302,1,03,2,62,10,1963,1,07,3,1,1,2,2,2,2,2,1,2,1,2,2,G,07,10,10,10,10,10,,2,,,,2,,,,99,0,0,2,,99,28032,28,032,0416,00028,3213
280650303,1,01,1,30,03,1995,2,09,3,1,1,2,2,2,2,2,1,1,2,2,2,H,04,07,08,08,08,08,,,,,,,,,2013,18,1,3,1,2013,18,28032,28,032,0416,00028,3213
280650304,1,02,2,44,02,1981,1,06,3,1,1,2,2,2,2,2,1,2,1,2,2,H,10,10,08,09,09,10,,,,,,1,,,1997,16,1,3,2,2000,19,28032,28,032,0416,00028,4819
280656101,1,01,1,43,12,1982,1,06,3,1,1,2,2,2,2,2,1,1,1,2,2,I,04,09,08,09,09,09,,,,,,,,,2002,20,0,0,2,2000,18,28032,28,032,0417,00010,1897
280656103,1,01,1,47,12,1978,1,11,4,1,1,2,2,1,1,1,1,1,1,2,2,E,13,10,10,10,10,10,,,,,,2,,,1995,17,1,1,2,1997,19,28032,28,032,0417,00010,5692
280656105,1,03,2,21,03,2004,1,11,4,1,1,2,2,2,2,2,1,2,1,2,2,J,13,10,10,10,10,,1,1,1,3,3,2,,1,,99,0,0,2,,88,28032,28,032,0417,00010,5692
280670001,1,02,2,53,05,1972,2,09,3,1,1,2,2,2,2,2,1,2,1,2,2,I,04,10,10,10,10,10,,,,,,,,,1995,23,1,1,2,1994,22,28033,28,033,0428,00001,4078
280670002,1,01,1,62,03,1963,2,00,0,2,1,2,2,2,2,2,1,1,2,2,2,I,07,10,10,10,10,10,2,,,,,,,,1980,17,1,3,2,1980,17,28033,28,033,0428,00001,1359
280670004,1,01,1,62,04,1963,1,03,6,1,1,2,2,2,2,2,1,1,2,2,2,D,07,10,02,02,10,10,,2,,,,2,,,1977,14,2,4,2,1979,16,28033,28,033,0428,00001,4078
280670005,1,01,1,54,09,1971,2,06,&,1,1,2,2,2,2,2,1,1,2,2,2,H,04,06,06,07,07,06,,,,,,,,,,99,1,3,2,1988,17,28033,28,033,0428,00001,6796
280674702,1,01,2,38,09,1987,2,06,2,1,1,2,2,2,2,2,1,2,1,2,2,D,04,06,10,10,05,06,,,,,,,,,2003,16,2,2,2,2002,15,28033,28,033,0428,00002,3453
280674704,1,01,2,61,12,1964,2,03,6,1,1,2,1,2,1,2,1,2,1,2,2,I,07,04,02,03,03,04,,2,,,,,,,1978,14,1,4,2,1978,14,28033,28,033,0428,00002,3453
280674705,1,01,1,57,05,1968,2,07,2,1,2,1,2,2,2,2,2,1,1,2,2,F,12,08,10,10,09,08,,,,,,2,,,1988,20,1,2,2,1986,18,28033,28,033,0428,00002,1727
280684801,1,03,1,38,06,1987,2,09,3,1,1,2,2,2,2,2,1,1,2,2,2,I,10,09,09,09,09,10,,,,,,,,,,99,0,0,2,2007,20,28033,28,033,0428,00003,4222
280684802,1,02,2,25,12,2000,1,06,3,1,1,2,2,2,1,2,1,2,1,2,2,G,06,09,09,09,09,,,1,1,2,,2,,1,2014,14,1,4,2,2014,14,28033,28,033,0428,00003,2814
280684803,1,01,1,41,08,1984,1,11,4,1,1,2,2,2,1,1,1,1,2,2,2,I,10,08,07,07,08,08,,,3,3,3,2,,1,2008,24,1,0,2,2014,30,28033,28,033,0428,00003,2814
280684804,1,03,2,24,07,2001,1,11,4,1,1,2,2,2,2,2,1,2,1,2,2,I,13,10,10,10,10,,,,2,,,,,1,,99,0,0,2,,88,28033,28,033,0428,00003,2814
280688502,1,01,2,50,12,1975,1,09,3,1,1,2,2,2,2,2,1,1,1,2,2,H,07,08,06,05,07,08,,,,,,2,,,2001,26,1,1,2,2001,26,28033,28,033,0428,00004,1556
280688505,1,01,1,63,09,1962,1,11,6,1,1,2,2,2,2,1,1,2,2,2,2,J,13,10,09,10,10,10,,2,1,1,,2,,2,1977,15,0,0,2,1982,20,28033,28,033,0428,00004,1556
280689001,1,01,1,37,05,1988,2,09,3,1,1,2,2,2,2,2,1,1,2,2,2,I,10,08,07,07,07,07,,,,,,,,,2008,20,1,4,1,2005,17,28033,28,033,0428,00005,3026
280689002,1,01,1,38,09,1987,2,06,3,1,1,2,2,2,2,2,1,1,2,2,2,G,10,10,10,10,10,10,,,,,,,,,2005,18,1,2,2,2005,18,28033,28,033,0428,00005,3026
280689003,1,01,2,63,05,1962,2,06,3,1,1,2,2,2,2,2,1,2,1,2,2,H,07,10,10,10,06,10,,,,,,2,,,1985,23,1,3,2,1985,23,28033,28,033,0428,00005,3026
280689004,1,01,1,60,07,1965,1,09,3,1,1,2,2,2,1,2,1,1,2,2,2,F,07,10,10,03,08,10,,,,,,,,,1977,12,1,1,2,1982,17,28033,28,033,0428,00005,3026
280689005,1,02,2,63,08,1962,2,03,5,1,2,2,2,2,2,2,2,2,1,2,2,D,07,07,07,07,07,07,,,,,,2,,,1982,20,1,4,2,1982,20,28033,28,033,0428,00005,1513
280713501,1,01,2,64,07,1961,2,00,0,2,1,2,2,2,2,2,1,1,1,2,2,I,07,09,10,09,10,09,2,2,,,,2,,,1987,26,1,3,2,1981,20,28037,28,037,0430,00003,3323
280713502,1,01,2,30,01,1995,2,11,4,1,1,2,2,2,2,2,1,1,1,2,2,J,13,09,09,09,08,09,,2,,1,,1,,1,2015,20,0,0,2,2013,18,28037,28,037,0430,00003,1108
280713504,1,01,2,47,10,1978,1,06,3,1,2,2,2,2,2,2,2,2,1,2,2,H,06,08,10,10,10,08,1,,,,,2,,,1993,15,3,4,1,1992,14,28037,28,037,0430,00003,2215
280713506,1,02,2,40,01,1985,2,09,3,1,1,2,2,2,2,2,1,2,1,2,2,J,04,09,08,08,08,09,2,2,,1,,2,,,2017,32,1,2,2,2003,18,28037,28,037,0430,00003,3323
280713507,1,02,1,20,12,2005,1,10,3,1,1,2,2,2,2,2,1,2,1,2,2,H,04,10,10,10,10,,,,,,,2,,,,99,0,0,2,2021,16,28037,28,037,0430,00003,2215
280713508,1,01,1,25,03,2000,2,09,3,1,1,2,2,2,2,2,1,1,1,2,2,H,04,09,08,07,07,,,,,,,,,,2018,18,0,0,2,2017,17,28037,28,037,0430,00003,1108
280713509,1,02,1,54,08,1971,2,06,3,1,1,2,2,2,2,2,1,1,1,2,2,F,04,10,10,10,10,10,2,2,,,,,,,,99,1,0,2,1986,15,28037,28,037,0430,00003,1108
280713510,1,02,2,20,12,2005,1,09,3,1,1,2,2,2,2,2,1,2,1,2,2,I,00,10,10,10,10,,,,,,,,,,,99,0,0,2,,88,28037,28,037,0430,00003,2215
280713512,1,02,2,41,09,1984,2,00,0,2,2,2,2,2,2,2,2,2,1,2,2,I,02,08,10,10,10,08,2,2,,2,,2,,,2002,18,1,2,2,2001,17,28037,28,037,0430,00003,2215
280713513,1,03,1,19,04,2006,2,09,3,1,2,2,2,2,2,2,2,2,2,2,2,G,04,09,07,08,,,,,,,,,,,,99,0,0,2,2023,17,28037,28,037,0430,00003,3323
280713514,1,02,2,40,04,1985,2,11,4,1,1,2,2,2,2,2,1,1,1,2,2,J,13,09,06,07,10,09,2,1,,1,,2,,1,2008,23,2,3,2,2006,21,28037,28,037,0430,00003,2215
280713515,1,01,1,50,04,1975,1,03,4,1,1,2,2,2,2,2,1,1,1,2,2,G,07,10,10,10,10,10,2,2,,,,2,,,1993,18,1,2,2,1991,16,28037,28,037,0430,00003,2215
280713516,1,02,2,25,12,2000,2,06,3,1,1,2,2,2,2,2,1,2,1,2,2,H,09,10,10,10,10,,2,2,,,,2,,,2022,22,2,1,1,2018,18,28037,28,037,0430,00003,2215
280713517,1,02,2,21,01,2004,2,09,3,1,2,2,2,2,2,2,2,2,1,2,2,D,07,10,09,10,10,,2,2,,,,2,,,2020,16,1,0,2,2019,15,28037,28,037,0430,00003,2215
280713518,1,01,1,54,06,1971,1,06,3,1,1,2,2,2,2,2,1,1,1,2,2,G,07,08,09,10,10,08,2,2,,,,2,,,1988,17,2,4,2,1986,15,28037,28,037,0430,00003,2215
280713519,1,02,2,33,10,1992,1,09,3,1,1,2,2,2,2,2,1,2,1,2,2,F,12,10,10,10,10,10,,2,,,,2,,,2010,18,1,2,2,2010,18,28037,28,037,0430,00003,3323
280713520,1,01,2,40,03,1985,1,06,3,1,1,2,2,2,2,2,1,1,1,2,2,F,02,10,10,10,10,10,1,1,,1,,1,,,2003,18,1,5,2,2002,17,28037,28,037,0430,00003,1108
280718201,1,02,1,35,04,1990,1,11,4,1,1,2,2,1,2,2,1,1,1,2,2,H,13,09,10,10,10,09,3,2,1,1,3,,,,2018,28,1,2,1,2008,18,28038,28,038,0410,00011,2213
280718202,1,03,1,31,09,1994,1,11,5,1,1,2,2,1,1,2,1,2,1,2,2,I,13,08,10,06,07,08,3,3,3,2,1,2,3,1,,99,0,0,2,2012,18,28038,28,038,0410,00011,3320
280718203,1,05,2,24,06,2001,2,06,3,1,1,2,2,2,2,2,1,2,1,2,2,G,04,08,09,09,08,,,,,,,2,,,,99,1,2,1,2016,15,28038,28,038,0410,00011,5533
280718204,1,01,1,37,07,1988,1,11,4,1,1,2,2,1,2,2,1,1,1,2,2,I,13,09,08,08,08,09,1,1,1,1,1,,3,1,2018,30,0,0,1,2006,18,28038,28,038,0410,00011,1107
280718205,1,02,2,62,12,1963,1,11,2,1,1,2,2,2,2,2,1,2,1,2,2,F,07,09,02,03,05,09,,2,,1,,2,,1,1969,6,1,3,1,1993,30,28038,28,038,0410,00011,4426
280727801,1,01,1,38,04,1987,1,09,3,1,1,2,2,2,2,2,1,1,1,2,2,E,07,10,10,10,10,10,3,2,,3,3,2,,,2012,25,1,1,1,2002,15,28038,28,038,0411,00007,4563
280727802,1,01,2,41,07,1984,2,11,4,1,1,2,2,1,2,2,1,1,1,2,2,F,13,08,08,07,08,08,3,2,1,1,3,,,,2012,28,0,1,2,2009,25,28038,28,038,0411,00007,2282
280727805,1,03,1,26,03,1999,1,11,4,1,1,1,2,1,2,2,1,2,1,2,2,I,13,08,09,09,08,,3,3,1,1,1,2,,,,99,0,0,2,2019,20,28038,28,038,0411,00007,2282
280730601,1,02,1,56,03,1969,1,06,3,1,1,2,2,2,2,2,1,2,1,2,2,G,04,05,10,10,10,05,,,,,,,,,,99,0,0,2,1989,20,28038,28,038,0410,00012,1397
280730602,1,01,1,42,09,1983,1,06,3,1,1,2,2,2,2,2,1,1,1,2,2,F,04,10,10,10,10,10,,,,,,,,,2022,39,1,1,2,1995,12,28038,28,038,0410,00012,2793
280730603,1,02,2,49,06,1976,2,11,4,1,1,2,2,2,2,1,1,1,1,2,2,J,13,10,10,10,10,10,1,1,1,1,1,2,,,2002,26,1,0,1,1997,21,28038,28,038,0410,00012,2793
280730604,1,01,1,50,01,1975,1,11,4,1,1,1,2,1,2,2,1,1,1,2,2,I,13,10,10,08,08,08,,,,,,,,,1994,19,1,3,1,1993,18,28038,28,038,0410,00012,5586
280730901,1,01,2,49,02,1976,1,09,3,1,1,2,2,2,2,2,1,1,1,2,2,E,07,10,10,10,10,10,2,2,,1,,2,,,2009,33,1,3,1,1995,19,28038,28,038,0411,00008,5036
280730904,1,02,1,53,04,1972,2,09,2,1,1,2,2,2,2,2,1,1,1,2,2,G,07,10,10,10,10,10,,,,,,2,2,,1995,23,1,2,1,1990,18,28038,28,038,0411,00008,5036
280740502,1,01,2,55,07,1970,1,06,3,1,1,2,2,2,2,2,1,1,1,2,2,F,07,09,10,10,08,09,1,2,,,,2,,,1988,18,0,0,2,1989,19,28038,28,038,0411,00009,1589
280740503,1,03,2,44,09,1981,1,11,4,1,1,2,2,1,2,2,1,1,1,2,2,H,13,07,08,08,08,07,,2,1,1,1,1,,,2008,27,1,0,2,2002,21,28038,28,038,0411,00009,1589
280740504,1,02,2,45,07,1980,1,03,6,1,1,2,2,2,2,2,1,2,1,2,2,G,07,10,10,10,07,05,,2,,,,2,,,1997,17,1,0,2,1999,19,28038,28,038,0411,00009,3177
280740505,1,01,1,30,02,1995,1,11,3,1,1,2,2,1,2,2,1,1,1,2,2,E,13,09,02,05,09,09,2,2,,,2,2,,,2013,18,1,1,2,2021,26,28038,28,038,0411,00009,3177
280747101,1,01,2,63,07,1962,1,11,4,1,1,2,2,2,2,2,1,2,2,2,2,K,13,10,10,10,10,10,,2,1,,,2,,1,1980,18,1,2,2,1987,25,28038,28,038,0412,00005,2127
280757501,1,03,2,54,10,1971,1,09,2,1,2,2,2,2,2,2,2,2,1,2,2,J,04,10,10,10,10,10,1,,2,2,,,,,1990,19,1,2,2,1987,16,28038,28,038,0411,00010,3282
280757502,1,03,2,21,10,2004,1,11,1,1,1,1,2,1,2,1,1,2,1,2,2,J,00,10,10,09,10,,,2,2,1,1,,,,2004,0,0,0,2,,88,28038,28,038,0411,00010,2188
280757503,1,03,2,46,02,1979,1,11,4,1,1,2,2,1,2,2,1,2,1,2,2,G,13,10,10,10,10,10,1,2,,,,2,,,2000,21,1,1,1,1998,19,28038,28,038,0411,00010,2188
280757504,1,02,2,43,11,1982,2,11,4,1,1,2,2,2,2,2,1,2,1,2,2,F,13,09,10,10,10,09,1,1,1,1,1,2,,,2012,30,1,1,2,2007,25,28038,28,038,0411,00010,2188
280760802,1,02,2,20,06,2005,1,09,3,1,1,2,2,2,2,2,1,2,1,2,2,G,12,08,10,10,08,,,,,,,2,,,2022,17,1,1,1,2022,17,28038,28,038,0410,00013,2363
280760804,1,02,2,39,01,1986,1,11,4,1,1,2,2,1,2,2,1,2,1,2,2,H,13,07,05,06,07,08,2,2,1,1,1,2,,,2004,18,1,1,2,2009,23,28038,28,038,0410,00013,2363
280760805,1,02,2,64,03,1961,2,11,2,1,1,2,2,2,2,2,1,1,1,2,2,I,13,10,10,10,10,10,,2,,1,,,,,,99,0,0,2,1983,22,28038,28,038,0410,00013,1182
280761601,1,01,2,35,08,1990,1,09,3,1,1,2,2,2,1,2,1,1,1,2,2,J,04,08,06,07,08,09,,,,,2,2,,,2009,19,2,2,2,2009,19,28038,28,038,0411,00011,1499
280761602,1,01,1,63,09,1962,1,03,2,1,1,2,2,2,2,2,1,1,2,2,2,E,07,08,10,10,10,08,2,2,,,,2,,,1979,17,1,4,1,1982,20,28038,28,038,0411,00011,2998
280761604,1,01,1,62,09,1963,1,03,6,1,1,2,2,2,2,2,1,1,1,2,2,E,07,09,10,10,10,09,1,2,,,,2,,,1980,17,1,2,1,1980,17,28038,28,038,0411,00011,2998
280761605,1,03,2,20,02,2005,2,09,1,1,1,2,2,2,2,2,1,2,1,2,2,I,08,10,10,10,10,,,1,1,1,,,,,2021,16,1,1,1,2020,15,28038,28,038,0411,00011,4497
280768201,1,02,2,31,10,1994,2,11,4,1,1,2,2,1,2,2,1,2,2,2,2,I,13,10,10,10,10,10,2,2,,,2,2,,,2022,28,1,0,2,2014,20,28038,28,038,0411,00012,3824
280768203,1,02,2,52,06,1973,2,11,4,1,1,2,2,2,2,2,1,1,1,2,2,G,13,08,10,10,09,08,3,2,,,3,,,1,,99,0,0,2,,99,28038,28,038,0411,00012,1275
280768204,1,01,2,63,02,1962,1,07,3,1,1,2,2,2,2,2,1,1,1,2,2,E,07,07,10,07,10,09,,2,,,,,,,1975,13,1,3,2,1979,17,28038,28,038,0411,00012,3824
280768205,1,01,1,37,01,1988,2,09,3,1,1,1,1,2,2,2,1,1,1,2,2,C,04,10,10,10,10,10,,,,,,,,,2006,18,1,1,2,2001,13,28038,28,038,0411,00012,1275
280770601,1,03,2,29,05,1996,2,11,4,1,1,2,2,1,2,2,1,2,1,2,2,I,13,10,10,10,10,,,,,,,,,,,99,0,0,2,2022,26,28038,28,038,0411,00013,5200
280770602,1,02,2,39,11,1986,1,12,2,1,1,2,2,1,2,2,1,2,1,2,2,F,13,10,10,10,10,10,,,,,,,,,2019,33,1,2,2,2011,25,28038,28,038,0411,00013,2600
280770604,1,02,2,60,08,1965,2,06,3,1,1,2,2,2,2,2,1,2,1,2,2,I,10,10,10,10,10,10,,2,,,,,,,1982,17,1,2,1,1982,17,28038,28,038,0411,00013,2600
280770605,1,02,2,29,10,1996,2,11,4,1,1,2,2,1,2,2,1,2,1,2,2,H,13,10,10,10,10,,,,,,,,,,,99,0,0,1,2018,22,28038,28,038,0411,00013,3900
280772901,1,02,2,21,10,2004,1,11,3,1,1,2,2,2,2,2,1,1,1,2,2,G,00,08,08,05,09,,2,2,2,1,,2,,1,,99,0,0,2,,88,28038,28,038,0412,00006,3250
280772902,1,01,1,48,03,1977,1,11,5,1,1,1,2,1,1,2,1,1,1,2,2,G,13,10,10,10,10,10,,2,3,1,,,,,2001,24,1,2,2,1994,17,28038,28,038,0412,00006,6500
280772903,1,02,2,52,01,1973,2,11,5,1,1,2,2,2,2,2,1,1,1,2,2,J,13,10,10,10,10,10,1,2,,,,2,,,1998,25,1,2,2,,99,28038,28,038,0412,00006,3250
280773402,1,03,1,31,07,1994,1,11,4,1,1,2,2,2,1,2,1,2,1,2,2,E,13,09,09,09,09,09,,2,1,1,,,,,,99,0,0,2,2012,18,28038,28,038,0412,00007,8879
280773404,1,01,1,26,08,1999,1,11,5,1,2,1,2,2,1,2,2,2,1,2,2,H,00,10,10,10,10,,,1,1,1,,,1,1,2016,17,0,0,2,2014,15,28038,28,038,0412,00007,1776
