"LLAVEVIV","P1_1","P1_2","P1_3","P1_4","P1_5","P1_6","P1_7_1","P1_7_2","P1_7_3","P1_7_4","P1_7_5","P1_7_6","P1_7_7","P1_7_8","P1_8_1_1","P1_8_1_2","P1_8_2_1","P1_8_2_2","P1_8_3_1","P1_8_3_2","P2_1","P2_2","P2_3","CVEGEO","CVE_ENT","MENOR10","UPM_DIS","EST_DIS","FAC_VIV","FOLIO","VIV_SEL"
"092263701","2","02","1","1","1","1","1","1","2","1","2","2","2","","2","","2","","2","","03","1","","09","09","2","1582","125",3837,"0922637","01"
"092263702","3","02","1","1","1","1","1","2","1","1","1","2","1","1","2","","2","","2","","03","1","","09","09","2","1582","125",3837,"0922637","02"
"092263703","3","01","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","2","","02","1","","09","09","2","1582","125",3837,"0922637","03"
"092263704","3","01","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","01","","","09","09","2","1582","125",3837,"0922637","04"
"092263705","3","01","1","1","2","1","1","1","2","1","1","2","1","1","1","01","2","","2","","01","","","09","09","2","1582","125",3837,"0922637","05"
"092266501","3","01","1","1","1","1","1","1","2","1","2","2","1","1","2","","2","","2","","01","","","09","09","2","1583","124",3410,"0922665","01"
"092266502","3","02","1","1","1","1","1","1","2","1","1","2","1","1","2","","2","","2","","03","1","","09","09","2","1583","124",3410,"0922665","02"
"092266503","2","02","1","1","1","1","1","1","2","1","1","2","1","1","2","","2","","2","","04","1","","09","09","2","1583","124",3410,"0922665","03"
"092266504","3","02","1","1","1","1","1","1","2","1","1","1","1","1","1","02","2","","2","","03","1","","09","09","2","1583","124",3410,"0922665","04"
"092266505","3","02","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","03","1","","09","09","2","1583","124",3410,"0922665","05"
"092271501","2","01","1","1","1","1","1","1","1","1","1","1","2","","2","","2","","2","","01","","","09","09","2","1584","124",3647,"0922715","01"
"092271502","3","02","1","1","1","1","1","1","2","1","2","2","1","1","2","","2","","2","","03","1","","09","09","2","1584","124",3647,"0922715","02"
"092271503","3","01","1","1","1","1","1","2","2","1","1","2","1","1","2","","2","","2","","01","","","09","09","2","1584","124",3647,"0922715","03"
"092271504","3","02","1","1","1","1","1","1","2","1","1","1","1","1","1","01","2","","2","","02","1","","09","09","2","1584","124",3647,"0922715","04"
"092271505","3","01","1","1","1","1","1","1","2","1","1","2","1","1","2","","2","","2","","01","","","09","09","2","1584","124",3647,"0922715","05"
"092276901","3","01","1","1","1","1","1","1","2","1","2","2","1","1","1","02","2","","2","","03","1","","09","09","2","1585","124",3500,"0922769","01"
"092276902","3","02","1","1","1","1","1","1","2","1","1","1","1","1","2","","2","","2","","02","1","","09","09","2","1585","124",3500,"0922769","02"
"092276903","3","02","1","1","1","1","1","1","2","1","2","2","1","1","2","","2","","2","","02","1","","09","09","2","1585","124",3500,"0922769","03"
"092276904","3","01","1","1","1","1","1","1","2","1","2","2","2","","2","","2","","2","","01","","","09","09","2","1585","124",3500,"0922769","04"
"092276905","3","02","1","1","1","1","1","2","2","1","2","2","1","1","2","","2","","2","","03","1","","09","09","2","1585","124",3500,"0922769","05"
"092283501","3","02","1","1","1","1","1","1","2","1","1","2","1","1","2","","2","","2","","02","1","","09","09","2","1586","125",4117,"0922835","01"
"092283502","3","02","1","1","1","1","1","1","2","1","1","1","1","1","2","","1","02","2","","05","1","","09","09","2","1586","125",4117,"0922835","02"
"092283503","3","01","1","1","1","1","1","1","2","1","2","2","1","1","1","04","2","","2","","01","","","09","09","2","1586","125",4117,"0922835","03"
"092283504","3","01","1","1","1","1","1","1","2","1","1","2","1","2","2","","1","02","2","","01","","","09","09","2","1586","125",4117,"0922835","04"
"092283505","3","01","1","1","1","1","1","1","2","1","1","2","1","1","2","","2","","2","","02","1","","09","09","2","1586","125",4117,"0922835","05"
"092297501","3","02","1","1","1","1","1","1","2","1","2","2","1","1","2","","1","01","2","","04","1","","09","09","2","1587","124",3499,"0922975","01"
"092297502","2","04","1","1","1","1","1","1","1","1","1","1","1","1","1","02","1","03","2","","05","1","","09","09","2","1587","124",3499,"0922975","02"
"092297503","2","02","2","1","1","1","1","2","2","2","2","2","2","","2","","1","03","2","","02","1","","09","09","2","1587","124",3499,"0922975","03"
"092297504","2","01","1","1","1","1","1","1","2","1","2","2","2","","2","","2","","2","","02","1","","09","09","2","1587","124",3499,"0922975","04"
"092297505","3","01","1","1","1","1","1","1","2","1","2","1","1","1","1","02","2","","2","","01","","","09","09","2","1587","124",3499,"0922975","05"
"092313201","3","02","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","02","1","","09","09","2","1588","124",3276,"0923132","01"
"092313203","3","01","1","1","1","1","1","1","2","1","2","2","1","1","2","","2","","2","","02","1","","09","09","2","1588","124",3276,"0923132","03"
"092313204","3","02","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","2","","02","1","","09","09","2","1588","124",3276,"0923132","04"
"092313205","3","01","1","1","1","1","1","1","2","1","2","2","1","1","1","02","2","","2","","01","","","09","09","2","1588","124",3276,"0923132","05"
"092315401","3","01","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","02","1","","09","09","2","1589","125",4720,"0923154","01"
"092315402","3","02","1","1","1","1","1","1","1","1","1","1","1","1","2","","1","02","2","","04","1","","09","09","2","1589","125",4720,"0923154","02"
"092315404","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","02","1","01","1","02","02","1","","09","09","2","1589","125",4720,"0923154","04"
"092315405","3","01","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","2","","01","","","09","09","2","1589","125",4720,"0923154","05"
"092315601","3","02","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","02","1","","09","09","2","1590","125",4230,"0923156","01"
"092315603","3","01","1","1","1","1","1","1","2","1","1","2","1","1","2","","2","","2","","01","","","09","09","2","1590","125",4230,"0923156","03"
"092315604","3","02","1","1","1","1","1","1","1","1","1","1","1","1","1","02","2","","2","","04","1","","09","09","2","1590","125",4230,"0923156","04"
"092315605","3","01","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","02","1","","09","09","2","1590","125",4230,"0923156","05"
"092316101","3","02","1","1","1","1","1","2","1","1","1","2","1","1","2","","2","","2","","02","1","","09","09","2","1591","125",2950,"0923161","01"
"092316102","3","01","1","1","1","1","1","1","1","1","1","1","1","1","2","","1","01","2","","02","1","","09","09","2","1591","125",2950,"0923161","02"
"092316103","3","01","1","1","1","1","1","1","1","1","1","1","1","1","1","03","2","","2","","02","1","","09","09","2","1591","125",2950,"0923161","03"
"092316104","3","02","1","1","1","1","1","1","2","1","1","2","1","1","2","","2","","2","","03","1","","09","09","2","1591","125",2950,"0923161","04"
"092316105","3","02","1","1","1","1","1","1","2","1","1","1","1","1","2","","2","","2","","02","1","","09","09","2","1591","125",2950,"0923161","05"
"092316902","3","01","1","1","1","1","1","1","1","1","2","2","1","1","2","","2","","2","","03","1","","09","09","2","1592","124",3804,"0923169","02"
"092316903","3","02","1","1","1","1","1","1","1","1","2","1","1","1","1","01","2","","2","","04","1","","09","09","2","1592","124",3804,"0923169","03"
"092316904","3","02","1","1","1","1","1","1","2","1","1","2","1","1","2","","1","01","1","02","02","1","","09","09","2","1592","124",3804,"0923169","04"
"092316905","3","01","1","1","1","1","1","1","2","1","1","2","1","1","2","","2","","2","","01","","","09","09","2","1592","124",3804,"0923169","05"
"092323302","3","02","1","1","1","1","1","2","2","1","1","1","1","1","1","01","2","","2","","04","1","","09","09","2","1593","124",4306,"0923233","02"
"092323303","3","02","1","1","1","1","1","1","2","1","1","2","1","2","1","01","2","","2","","03","1","","09","09","2","1593","124",4306,"0923233","03"
"092323305","3","02","1","1","1","1","1","1","1","1","1","1","1","2","2","","2","","2","","04","1","","09","09","2","1593","124",4306,"0923233","05"
"092333603","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","04","1","","09","09","2","1594","125",3286,"0923336","03"
"092333605","3","01","1","1","1","1","1","1","2","1","2","2","1","1","1","01","2","","2","","02","1","","09","09","2","1594","125",3286,"0923336","05"
"096000901","1","01","2","1","1","1","2","2","2","2","2","2","2","","2","","2","","2","","01","","","09","09","1","1595","129",1303,"0960009","01"
"096000902","2","01","2","1","1","1","1","2","2","1","2","2","1","1","2","","2","","2","","04","1","","09","09","1","1595","129",1303,"0960009","02"
"096000905","2","01","2","2","1","1","1","2","2","1","2","2","2","","2","","2","","2","","02","1","","09","09","1","1595","129",1303,"0960009","05"
"096000906","2","01","2","1","1","1","1","2","2","1","2","2","2","","1","01","2","","2","","04","1","","09","09","1","1595","129",1303,"0960009","06"
"096000907","3","02","1","3","1","1","1","1","1","1","1","2","1","2","1","02","2","","2","","03","1","","09","09","1","1595","129",1303,"0960009","07"
"096000908","3","02","1","1","1","1","1","1","1","1","1","2","1","1","2","","1","02","2","","04","1","","09","09","1","1595","129",1303,"0960009","08"
"096000909","3","02","1","1","1","1","1","1","2","1","2","2","1","2","1","02","1","01","2","","05","1","","09","09","1","1595","129",1303,"0960009","09"
"096000910","3","02","2","2","1","1","1","2","1","1","2","2","1","2","1","01","2","","2","","05","1","","09","09","1","1595","129",1303,"0960009","10"
"096005101","2","04","2","2","1","1","1","1","2","1","1","2","1","2","1","04","1","02","2","","04","1","","09","09","1","1596","129",953,"0960051","01"
"096005102","2","03","2","2","1","1","1","2","2","1","2","2","1","2","1","01","2","","2","","06","1","","09","09","1","1596","129",953,"0960051","02"
"096005103","2","02","2","2","1","1","1","1","2","1","2","2","1","2","1","02","2","","2","","04","1","","09","09","1","1596","129",953,"0960051","03"
"096005105","2","02","2","2","1","1","1","2","2","1","2","2","1","2","2","","2","","2","","04","1","","09","09","1","1596","129",953,"0960051","05"
"096005107","2","03","1","2","1","1","1","1","1","1","2","1","1","1","1","08","2","","1","08","06","1","","09","09","1","1596","129",953,"0960051","07"
"096005108","2","02","2","2","1","1","1","1","2","1","2","2","2","","1","02","1","01","2","","04","1","","09","09","1","1596","129",953,"0960051","08"
"096005109","2","01","2","2","1","1","1","1","2","1","2","2","2","","2","","2","","1","03","02","1","","09","09","1","1596","129",953,"0960051","09"
"096005110","2","02","2","2","1","1","2","2","2","1","2","2","2","","2","","2","","2","","02","1","","09","09","1","1596","129",953,"0960051","10"
"100015201","2","01","1","1","1","1","2","2","2","2","2","2","2","","2","","2","","2","","01","","","10","10","1","1597","130",620,"1000152","01"
"100015202","2","02","1","1","1","1","1","1","1","1","1","2","1","1","1","08","2","","2","","06","1","","10","10","1","1597","130",620,"1000152","02"
"100015203","2","02","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","06","1","","10","10","1","1597","130",620,"1000152","03"
"100015204","2","01","3","5","3","1","2","2","2","2","2","2","2","","2","","2","","2","","01","","","10","10","1","1597","130",620,"1000152","04"
"100015205","2","03","1","1","1","1","1","1","1","1","1","2","1","2","1","02","2","","2","","09","1","","10","10","1","1597","130",620,"1000152","05"
"100015206","2","03","1","1","1","1","1","1","1","1","2","2","1","1","2","","2","","2","","04","1","","10","10","1","1597","130",620,"1000152","06"
"100015207","2","02","1","1","1","1","1","1","2","1","2","2","2","","1","01","2","","2","","02","1","","10","10","1","1597","130",620,"1000152","07"
"100015208","2","02","1","1","1","1","1","1","1","1","2","2","2","","2","","2","","2","","01","","","10","10","1","1597","130",620,"1000152","08"
"100015209","2","03","1","4","1","1","1","1","1","1","2","2","2","","1","01","2","","1","08","04","1","","10","10","1","1597","130",620,"1000152","09"
"100015210","3","01","2","4","1","1","1","2","2","1","2","2","2","","2","","2","","2","","01","","","10","10","1","1597","130",620,"1000152","10"
"100015211","3","04","1","1","1","1","1","1","1","1","2","2","1","2","1","03","2","","2","","05","1","","10","10","1","1597","130",620,"1000152","11"
"100015212","3","02","1","1","1","1","1","1","1","1","1","1","2","","2","","2","","2","","05","1","","10","10","1","1597","130",620,"1000152","12"
"100015214","3","03","1","1","1","1","1","1","2","1","1","2","2","","1","01","2","","2","","03","1","","10","10","1","1597","130",620,"1000152","14"
